Program,Decades,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,2010–2019,2019,WEEK #39,9/29/2019,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT NORMAL",TOTAL,NOT SPECIFIED,86,
SURVEY,2010–2019,2019,WEEK #40,10/6/2019,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT HEAVY",TOTAL,NOT SPECIFIED,2,
SURVEY,2010–2019,2019,WEEK #40,10/6/2019,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT LIGHT",TOTAL,NOT SPECIFIED,21,
SURVEY,2010–2019,2019,WEEK #40,10/6/2019,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT NORMAL",TOTAL,NOT SPECIFIED,77,
SURVEY,2010–2019,2019,WEEK #41,10/13/2019,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT HEAVY",TOTAL,NOT SPECIFIED,2,
SURVEY,2010–2019,2019,WEEK #41,10/13/2019,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT LIGHT",TOTAL,NOT SPECIFIED,31,
SURVEY,2010–2019,2019,WEEK #41,10/13/2019,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT NORMAL",TOTAL,NOT SPECIFIED,67,
SURVEY,2010–2019,2019,WEEK #42,10/20/2019,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT HEAVY",TOTAL,NOT SPECIFIED,2,
SURVEY,2010–2019,2019,WEEK #42,10/20/2019,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT LIGHT",TOTAL,NOT SPECIFIED,36,
SURVEY,2010–2019,2019,WEEK #42,10/20/2019,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT NORMAL",TOTAL,NOT SPECIFIED,62,
SURVEY,2010–2019,2019,WEEK #43,10/27/2019,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT HEAVY",TOTAL,NOT SPECIFIED,2,
SURVEY,2010–2019,2019,WEEK #43,10/27/2019,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT LIGHT",TOTAL,NOT SPECIFIED,27,
SURVEY,2010–2019,2019,WEEK #43,10/27/2019,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT NORMAL",TOTAL,NOT SPECIFIED,71,
SURVEY,2010–2019,2019,WEEK #44,11/3/2019,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT HEAVY",TOTAL,NOT SPECIFIED,2,
SURVEY,2010–2019,2019,WEEK #44,11/3/2019,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT LIGHT",TOTAL,NOT SPECIFIED,16,
SURVEY,2010–2019,2019,WEEK #44,11/3/2019,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT NORMAL",TOTAL,NOT SPECIFIED,82,
SURVEY,2010–2019,2019,WEEK #45,11/10/2019,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT HEAVY",TOTAL,NOT SPECIFIED,2,
SURVEY,2010–2019,2019,WEEK #45,11/10/2019,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT LIGHT",TOTAL,NOT SPECIFIED,11,
SURVEY,2010–2019,2019,WEEK #45,11/10/2019,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT NORMAL",TOTAL,NOT SPECIFIED,87,
SURVEY,2010–2019,2019,WEEK #46,11/17/2019,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT HEAVY",TOTAL,NOT SPECIFIED,2,
SURVEY,2010–2019,2019,WEEK #46,11/17/2019,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT LIGHT",TOTAL,NOT SPECIFIED,25,
SURVEY,2010–2019,2019,WEEK #46,11/17/2019,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT NORMAL",TOTAL,NOT SPECIFIED,73,
SURVEY,2010–2019,2019,WEEK #47,11/24/2019,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT HEAVY",TOTAL,NOT SPECIFIED,2,
SURVEY,2010–2019,2019,WEEK #47,11/24/2019,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT LIGHT",TOTAL,NOT SPECIFIED,34,
SURVEY,2010–2019,2019,WEEK #47,11/24/2019,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT NORMAL",TOTAL,NOT SPECIFIED,64,
SURVEY,2010–2019,2019,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"219,000",
SURVEY,2010–2019,2019,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"388,000",
SURVEY,2010–2019,2019,YEAR,,REGION : MULTI-STATE,,,,,,,,NEW ENGLAND STATES,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"1,800",
SURVEY,2010–2019,2019,YEAR,,REGION : MULTI-STATE,,,,,,,,NEW ENGLAND STATES,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"3,000",
SURVEY,2010–2019,2019,YEAR,,STATE,ARIZONA,04,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"6,000",
SURVEY,2010–2019,2019,YEAR,,STATE,ARIZONA,04,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"4,000",
SURVEY,2010–2019,2019,YEAR,,STATE,CALIFORNIA,06,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"14,000",
SURVEY,2010–2019,2019,YEAR,,STATE,CALIFORNIA,06,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"14,000",
SURVEY,2010–2019,2019,YEAR,,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"12,000",
SURVEY,2010–2019,2019,YEAR,,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"17,000",
SURVEY,2010–2019,2019,YEAR,,STATE,IDAHO,16,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"7,000",
SURVEY,2010–2019,2019,YEAR,,STATE,IDAHO,16,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"9,000",
SURVEY,2010–2019,2019,YEAR,,STATE,ILLINOIS,17,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"3,000",
SURVEY,2010–2019,2019,YEAR,,STATE,ILLINOIS,17,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"5,500",
SURVEY,2010–2019,2019,YEAR,,STATE,INDIANA,18,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"3,000",
SURVEY,2010–2019,2019,YEAR,,STATE,INDIANA,18,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"6,000",
SURVEY,2010–2019,2019,YEAR,,STATE,IOWA,19,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"7,500",
SURVEY,2010–2019,2019,YEAR,,STATE,IOWA,19,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"17,000",
SURVEY,2010–2019,2019,YEAR,,STATE,KANSAS,20,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"4,000",
SURVEY,2010–2019,2019,YEAR,,STATE,KANSAS,20,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"7,500",
SURVEY,2010–2019,2019,YEAR,,STATE,KENTUCKY,21,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"2,700",
SURVEY,2010–2019,2019,YEAR,,STATE,KENTUCKY,21,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"6,500",
SURVEY,2010–2019,2019,YEAR,,STATE,MICHIGAN,26,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"3,000",
SURVEY,2010–2019,2019,YEAR,,STATE,MICHIGAN,26,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"8,000",
SURVEY,2010–2019,2019,YEAR,,STATE,MINNESOTA,27,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"8,000",
SURVEY,2010–2019,2019,YEAR,,STATE,MINNESOTA,27,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"16,000",
SURVEY,2010–2019,2019,YEAR,,STATE,MISSOURI,29,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"4,500",
SURVEY,2010–2019,2019,YEAR,,STATE,MISSOURI,29,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"10,000",
SURVEY,2010–2019,2019,YEAR,,STATE,MONTANA,30,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"11,000",
SURVEY,2010–2019,2019,YEAR,,STATE,MONTANA,30,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"17,000",
SURVEY,2010–2019,2019,YEAR,,STATE,NEBRASKA,31,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"3,400",
SURVEY,2010–2019,2019,YEAR,,STATE,NEBRASKA,31,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"9,000",
SURVEY,2010–2019,2019,YEAR,,STATE,NEVADA,32,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"3,000",
SURVEY,2010–2019,2019,YEAR,,STATE,NEVADA,32,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"7,000",
SURVEY,2010–2019,2019,YEAR,,STATE,NEW ENGLAND,59,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"1,800",
SURVEY,2010–2019,2019,YEAR,,STATE,NEW ENGLAND,59,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"3,000",
SURVEY,2010–2019,2019,YEAR,,STATE,NEW MEXICO,35,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"4,500",
SURVEY,2010–2019,2019,YEAR,,STATE,NEW MEXICO,35,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"3,500",
SURVEY,2010–2019,2019,YEAR,,STATE,NEW YORK,36,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"3,700",
SURVEY,2010–2019,2019,YEAR,,STATE,NEW YORK,36,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"8,000",
SURVEY,2010–2019,2019,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"1,200",
SURVEY,2010–2019,2019,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"2,400",
SURVEY,2010–2019,2019,YEAR,,STATE,NORTH DAKOTA,38,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"3,000",
SURVEY,2010–2019,2019,YEAR,,STATE,NORTH DAKOTA,38,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"7,500",
SURVEY,2010–2019,2019,YEAR,,STATE,OHIO,39,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"7,000",
SURVEY,2010–2019,2019,YEAR,,STATE,OHIO,39,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"13,000",
SURVEY,2010–2019,2019,YEAR,,STATE,OKLAHOMA,40,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"3,000",
SURVEY,2010–2019,2019,YEAR,,STATE,OKLAHOMA,40,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"6,000",
SURVEY,2010–2019,2019,YEAR,,STATE,OREGON,41,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"6,000",
SURVEY,2010–2019,2019,YEAR,,STATE,OREGON,41,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"6,000",
SURVEY,2010–2019,2019,YEAR,,STATE,OTHER STATES,,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"12,400",
SURVEY,2010–2019,2019,YEAR,,STATE,OTHER STATES,,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"21,100",
SURVEY,2010–2019,2019,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"4,000",
SURVEY,2010–2019,2019,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"11,000",
SURVEY,2010–2019,2019,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"9,000",
SURVEY,2010–2019,2019,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"26,000",
SURVEY,2010–2019,2019,YEAR,,STATE,TENNESSEE,47,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"2,300",
SURVEY,2010–2019,2019,YEAR,,STATE,TENNESSEE,47,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"5,500",
SURVEY,2010–2019,2019,YEAR,,STATE,TEXAS,48,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"38,000",
SURVEY,2010–2019,2019,YEAR,,STATE,TEXAS,48,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"70,000",
SURVEY,2010–2019,2019,YEAR,,STATE,UTAH,49,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"8,000",
SURVEY,2010–2019,2019,YEAR,,STATE,UTAH,49,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"15,000",
SURVEY,2010–2019,2019,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"3,000",
SURVEY,2010–2019,2019,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"9,000",
SURVEY,2010–2019,2019,YEAR,,STATE,WASHINGTON,53,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"2,000",
SURVEY,2010–2019,2019,YEAR,,STATE,WASHINGTON,53,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"2,000",
SURVEY,2010–2019,2019,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"2,000",
SURVEY,2010–2019,2019,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"4,500",
SURVEY,2010–2019,2019,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"4,000",
SURVEY,2010–2019,2019,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"9,000",
SURVEY,2010–2019,2019,YEAR,,STATE,WYOMING,56,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"12,000",
SURVEY,2010–2019,2019,YEAR,,STATE,WYOMING,56,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"12,000",
SURVEY,2010–2019,2018,WEEK #04,1/28/2018,STATE,NORTH DAKOTA,38,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT HEAVY",TOTAL,NOT SPECIFIED,0,
SURVEY,2010–2019,2018,WEEK #04,1/28/2018,STATE,NORTH DAKOTA,38,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT LIGHT",TOTAL,NOT SPECIFIED,46,
SURVEY,2010–2019,2018,WEEK #04,1/28/2018,STATE,NORTH DAKOTA,38,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT NORMAL",TOTAL,NOT SPECIFIED,54,
SURVEY,2010–2019,2018,WEEK #08,2/25/2018,STATE,NORTH DAKOTA,38,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT HEAVY",TOTAL,NOT SPECIFIED,1,
SURVEY,2010–2019,2018,WEEK #08,2/25/2018,STATE,NORTH DAKOTA,38,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT LIGHT",TOTAL,NOT SPECIFIED,50,
SURVEY,2010–2019,2018,WEEK #08,2/25/2018,STATE,NORTH DAKOTA,38,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT NORMAL",TOTAL,NOT SPECIFIED,49,
SURVEY,2010–2019,2018,WEEK #12,3/25/2018,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT HEAVY",TOTAL,NOT SPECIFIED,0,
SURVEY,2010–2019,2018,WEEK #12,3/25/2018,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT LIGHT",TOTAL,NOT SPECIFIED,65,
SURVEY,2010–2019,2018,WEEK #12,3/25/2018,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT NORMAL",TOTAL,NOT SPECIFIED,35,
SURVEY,2010–2019,2018,WEEK #12,3/25/2018,STATE,NORTH DAKOTA,38,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT HEAVY",TOTAL,NOT SPECIFIED,2,
SURVEY,2010–2019,2018,WEEK #12,3/25/2018,STATE,NORTH DAKOTA,38,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT LIGHT",TOTAL,NOT SPECIFIED,46,
SURVEY,2010–2019,2018,WEEK #12,3/25/2018,STATE,NORTH DAKOTA,38,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT NORMAL",TOTAL,NOT SPECIFIED,52,
SURVEY,2010–2019,2018,WEEK #12,3/25/2018,STATE,WYOMING,56,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT HEAVY",TOTAL,NOT SPECIFIED,1,
SURVEY,2010–2019,2018,WEEK #12,3/25/2018,STATE,WYOMING,56,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT LIGHT",TOTAL,NOT SPECIFIED,22,
SURVEY,2010–2019,2018,WEEK #12,3/25/2018,STATE,WYOMING,56,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT NORMAL",TOTAL,NOT SPECIFIED,77,
SURVEY,2010–2019,2018,WEEK #13,4/1/2018,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT HEAVY",TOTAL,NOT SPECIFIED,0,
SURVEY,2010–2019,2018,WEEK #13,4/1/2018,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT LIGHT",TOTAL,NOT SPECIFIED,59,
SURVEY,2010–2019,2018,WEEK #13,4/1/2018,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT NORMAL",TOTAL,NOT SPECIFIED,41,
SURVEY,2010–2019,2018,WEEK #13,4/1/2018,STATE,NORTH DAKOTA,38,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT HEAVY",TOTAL,NOT SPECIFIED,2,
SURVEY,2010–2019,2018,WEEK #13,4/1/2018,STATE,NORTH DAKOTA,38,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT LIGHT",TOTAL,NOT SPECIFIED,47,
SURVEY,2010–2019,2018,WEEK #13,4/1/2018,STATE,NORTH DAKOTA,38,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT NORMAL",TOTAL,NOT SPECIFIED,51,
SURVEY,2010–2019,2018,WEEK #13,4/1/2018,STATE,WYOMING,56,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT HEAVY",TOTAL,NOT SPECIFIED,1,
